"status_id","text","is_misinfo"
"x1344332631807295488","Excited and privileged to have had my first vaccine dose today #CovidVaccine https://t.co/bz9sHDdgw2",0
"x1344356646827528192","From labs to jabs: Here's a look at the journeys of three leading experimental vaccines https://t.co/r1ixt4WERP by @OvaskaOvaska and @Da_Pacific https://t.co/qAohlE14Mj",0
"x1344353396522827776","I’m actually surprised that Japan hasn’t come up with a vaccine yet.",0
"x1344338953256591360","No vaccine for deshi marriages yet.",0
"x1344324263914967040","""The phesko'munye part or whatever he said 😂😂🔥 https://t.co/m8LnQaJxUI",0
"x1344334016598695936","Waiting for my vaccine more excitedly than a kid waiting for Santa on Christmas Eve 😩",0
"x1344322085909192704","From former Planned Parenthood chief: Coronavirus vaccinations are off to a very slow start. That should set off alarms. https://t.co/0DJhh1ccgj Yet in August, the same crowd was warning about dangers of rushed vaccines. https://t.co/AGD3avbsUF",1
"x1344342906514018304","omg, i’m excited for the day i get the vaccine",0
"x1344330479164477440","My grandparents were so excited to call and share with me they got their vaccine this week! This is an enormous amount of relief.",0
"x1344354611461828608","My vaccine paperwork is all in. Monday is the big day. I've never been so excited for a shot in my life as I am this one.",0
"x1344343398153670656","КАЛИНИНГРАД - НОВОСТИ - КАСКАД ТВ: Итоги дня - новости 30 декабря 2020 г. https://t.co/hPEAqhCYHT Информационная программа.

Телеканал Каскад — новости Калининграда
Сайт: https://t.co/RoBSMDWWLA
Instagram: https://t.co/y3HriGUvWW
Facebook: … https://t.co/AQq9BOfnKb",0
"x1344335929050341376","لَا حَوْل ولَا قوَّةَ إِلَّا بِاللَّهِ.",1
"x1344332732911005696","I have had my money on Oxford-AstraZeneca from day 1. So excited to hear this news! https://t.co/JiwqDuscnW",0
"x1344329280931594240","""Excited"", a 78-year-old woman receives the first vaccine in France...
https://t.co/vQU7MOvlBL",0
"x1344383132326371328","I’m on the same page as well.. Do Your Research!
A Florida Nurse Voices Her Concerns About The #Pfizer Vaccine 
#nwo #endtimes #coronavirus #vaccination #depopulation #billgates #revelation #martiallaw https://t.co/aIRD7PxODF",1
"x1344323006718480384","People warning of adverse reactions to an experimental ""vaccine"" they've had is NOT ""potentially harmful information"". It's very fucking useful information, but instead of allowing free discussion surrounding it, Twitter are curtailing free speech even further. #BigTechCensorship https://t.co/rZZ1HMtodR",1
"x1344367991719399424","Got my first dose of the covid vaccine tonight after working day in day out in covid bays. I could barely sit still I was that excited !",0
"x1344369294935695360","I am v v excited for my covid vaccine!!!!! ☺️",0
"x1344327991116107776","I feel weird getting excited about this, but my supervisor just called me and asked if I was interested in getting the Covid vaccine, which means our clinic is getting it soon!",0
"x1344377363908472832","Yo imagine thinking its selfish to go to a bar but yelling at people to take an unproven vaccine just so you may have a shot to go to one too? Its really the same thing except the 2nd one is a good virtue signal.",1
"x1344378088789073920","Taking a rushed vaccine is like sleeping with someone you drunkenly met at a college party. You won’t know your parting gifts for a bit. #wednesdaythought #CovidVaccine",1
"x1344330171172573184","🎞 Jimin poured all his emotions into this song. Giving us as a gift, he wanted to give us comfort through 'Promise'. Thank you for everything, our angel! 🤍 #2YearsWithPromise https://t.co/8AvZVI7v4a",1
"x1344327847884828672","Never been so excited to get a vaccine! Thank you to all those who made this possible. #ThisIsOurShot &amp; with each vaccine administered we are one step closer to ending Covid 🥊 @MdAtlPermanente @PermanenteDocs https://t.co/9sOR5qsARF",0
"x1344355946735284224","Here I am receiving the COVID vaccine, from our Wellness Coordinator, Marie Joseph. Excited to be part of public health history! @WellOne5 @WelloneriO https://t.co/tRrA5EAasY",0
"x1344314642936557568","Feeling very excited and grateful today that I got vaccinated against COVID! 
.
.
.
.
.
#covid #covid_19 #corona #coronavirus #vaccine #vaccinate #maricopa #maricopacounty #arizona #az @ Chandler, Arizona https://t.co/TkiGUdK9L3",0
"x1344346908773539840","#Fauchisafraud #Fakescience #FakeVaccines believe me none of these politicians are getting the real #BillGatesBioTerrorist #depopulation #vaccine as he sits on his thrown of lies telling children he vaccinated Santa on Sesame Street https://t.co/mQgEOjJDJq",1
"x1344327696344465408","#NewProfilePic https://t.co/aOsCe0UtCg",0
"x1344365268458295296","白石：薬の勉強の時間①やで【血糖降下薬まとめ】・スルホニル尿素薬（β-細胞に作用）…インスリン分泌促進。低血糖に注意。・α-グルコシダーゼ阻害薬（小腸）…血糖上昇抑制。食前に服用。・ビグアナイド薬（肝臓、小腸）…糖新生、糖吸収を抑制。・DPP-4阻害薬（血中）…インスリン分泌促進",1
"x1344289312926527488","Vaccines are Safe, No Matter What Bobby Kennedy Says https://t.co/TM59ahPFUD 
Hello Bobby,
If you believe in science, tell us: What set of data, or what experimental result would make you change your mind?
If you can't answer that, shame on you.",0
"x1344265874191089664","Predictable how those who said we wouldn’t get a vaccine by the end of the year, are now complaining people aren’t getting vaccinated fast enough. They should be grateful that we are way ahead of their schedule.",0
"x1344306848334307328","I'm getting the vaccine tomorrow! I'm excited that I'll be able to help keep everyone safe around me.",0
"x1344276902710812672","Covid19: Antichrist plot to reduce world population to barely ONE million people through DEADLY VACCINE. 
Do not take it!!Be warned!!!, listen to this video. https://t.co/dVwnS38up2",1
"x1344288464561442816","Worked my first shift this week with any efficacy from the vaccine (day 11). Working on some lip stitches inches from a patient’s face I was very grateful. Still wearing N95 and face shield and not eating/drinking indoors.",0
"x1344289345197518848","Take:
If the vaccine rollout was ahead of schedule and the side effect statistics were piling up, the same people complaining that the current rollout is too slow, would be complaining that the aforementioned rollout was too fast. Be grateful we have vaccines to complain about.",0
"x1344252450547650560","Grateful to be getting the #COVID19 vaccine today and to everyone who made it possible @saoltagroup @HSELive @roinnslainte. Great to see such amazing teamwork, dedication and leadership in the response to this crisis.",0
"x1344234207816638464","Just had the COVID vaccine and feeling extremely lucky and grateful. Urging anybody who is doubting having the vaccine to please get it when given the opportunity. The sooner we do the sooner all of this will be over",0
"x1344234846944702464","Grateful to receive my first vaccine dose and hoping many more will have the opportunity to get theirs as Oxford/AZ has been licensed this morning! 

#DocsforVax https://t.co/XC4osuJOy1",0
"x1344298446430347264","I am more concerned about getting a rushed vaccine than I am contracting an over-hyped virus bug.",1
"x1344302844170674176","California nurse tests positive 7 days after getting Pfizer Covid-19 vaccine - but it's not unexpected, says expert - ABC
https://t.co/luI9WIPCzZ #Covid19 #Vaccines #nwo #GreatReset #Depopulation
@CyrilRamaphosa
@PresidencyZA
@DlaminiZuma",1
"x1344237151395962880","We are absolutely indebted to the scientists and the NHS. So incredibly grateful. #nhs #pfizer #COVID19 https://t.co/ypvHr6KvEF",0
"x1344309076881235968","Signed up for this vaccine and couldn’t be more excited or grateful !",0
"x1344284978532777984","Got my covid vaccine! #grateful https://t.co/2fOcCelxTJ",0
"x1344241733404602368","Feeling grateful this morning. I work in healthcare in Florida and received my first dose of Covid vaccine this morning through my work. It’s been an exhausting, challenging year but this is a good way to get ready for the new one.",0
"x1344283174017372160","Grateful to have received dose #1 of the COVID-19 vaccine.  This is progress towards slowing down this pandemic and returning to our prior norms.

Please excuse (what triceps), they need a bit more work before going prime time. @MHealthFairview @GopherPMR #PublicHealth https://t.co/feAi0ccp3C",0
"x1344203098453995520","#TestKitSalesAgenda followed by #VaccineSalesAgenda - Anything which is free is also funded by the taxpayers. 

#PharmaMafia #coronavirus #vaccine #CoronaVaccine #CoronaScam #Scam #depopulation",1
"x1344222108713324544","This compulsory vaccination will eventually lead to depopulation. Playing god never end well. Smallpox was stopped by cowpox. It was not invented by Man, just discovered by man. 
This rna vaccine to ""trick"" the brain to create protein which ""shld"" result in immunisation",1
"x1344298418265534464","Received the first dose of the Pfizer #COVID19 vaccine today. No side effects and feeling great. Cheerful staff and an air of celebration around the hospital. Proud and grateful to be a part of this historic step. #vaccines #PfizerVaccine",0
"x1344275671615483904","With my pharmaceutical credentials...I’ll pass on the RUSHED vaccine. Lmk how it works out though 💅🏾",1
"x1344264486656598016","Never been more grateful to have a sore arm. 

The shot is safe and effective. I'd happily tolerate far worse side effects. 

Looking forward to:
Hugging my parents
Crowded concerts
Rushing through airports
Dinner reservations
Mickey Mouse

#COVID19 #CovidVaccine #Moderna https://t.co/T3UDeydqmm",0
"x1344202236553875456","Every time I see a post about ""the vaccine"", I post this in the reply. I recommend you do too:

Accuracy please. It's not a ""vaccine."" It's gene therapy. Experimental gene therapy that by definition has not had a trial period long enough to demonstrate its safety.",1
"x1345323750212870144","FDA ""approval"" of the experimental gene therapy masquerading as a CoVid vaccine was done using laws written to allow medical counter measures in the event of chemical, biological, radiological, nuclear attacks. https://t.co/Y6gw23J9oc",1
